Part Type,Part Number,Schematic Part,Part Value,Type,Absolute Pull Range (APR),Base Resonator,Current - Supply (Max),Frequency,Frequency Stability,Function,Output,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Height - Seated (Max),Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
Oscillator,ASDMB-25.000MHZ-EC-T,oscillators\MEMS_Crystal_4P_1S3C,25MHz,XO (Standard),,MEMS,16mA,25MHz,±50ppm,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,"Crystal_XTAL250X200X50-4N,Crystal_SC250X200X50-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASDMB.pdf,MEMS OSC XO 25.0000MHZ LVCMOS,Surface Mount,0.035 (0.90mm),0.098 L x 0.079 W (2.50mm x 2.00mm),,-20°C ~ 70°C,,Abracon LLC,,,
Oscillator,ASDMB-33.333MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,33.333MHz,XO (Standard),,MEMS,16mA,33.333MHz,±10ppm,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,"Crystal_XTAL250X200X50-4N,Crystal_SC250X200X50-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASDMB.pdf,MEMS OSC XO 33.3330MHZ LVCMOS,Surface Mount,0.035 (0.90mm),0.098 L x 0.079 W (2.50mm x 2.00mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASDMB-25.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,25MHz,XO (Standard),,MEMS,16mA,25MHz,±10ppm,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,"Crystal_XTAL250X200X50-4N,Crystal_SC250X200X50-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASDMB.pdf,MEMS OSC XO 25.0000MHZ LVCMOS,Surface Mount,0.035 (0.90mm),0.098 L x 0.079 W (2.50mm x 2.00mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASDMB-19.200MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,19.2MHz,XO (Standard),,MEMS,16mA,19.2MHz,±10ppm,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,"Crystal_XTAL250X200X50-4N,Crystal_SC250X200X50-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASDMB.pdf,MEMS OSC XO 19.2000MHZ LVCMOS,Surface Mount,0.035 (0.90mm),0.098 L x 0.079 W (2.50mm x 2.00mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASDMB-33.333MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,33.333MHz,XO (Standard),,MEMS,16mA,33.333MHz,±10ppm,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,"Crystal_XTAL250X200X50-4N,Crystal_SC250X200X50-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASDMB.pdf,MEMS OSC XO 33.3330MHZ LVCMOS,Surface Mount,0.035 (0.90mm),0.098 L x 0.079 W (2.50mm x 2.00mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASDMB-8.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,8MHz,XO (Standard),,MEMS,16mA,8MHz,±10ppm,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,"Crystal_XTAL250X200X50-4N,Crystal_SC250X200X50-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASDMB.pdf,MEMS OSC XO 8.0000MHZ LVCMOS SMD,Surface Mount,0.035 (0.90mm),0.098 L x 0.079 W (2.50mm x 2.00mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASDMB-27.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,27MHz,XO (Standard),,MEMS,16mA,27MHz,±10ppm,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,"Crystal_XTAL250X200X50-4N,Crystal_SC250X200X50-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASDMB.pdf,MEMS OSC XO 27.0000MHZ LVCMOS,Surface Mount,0.035 (0.90mm),0.098 L x 0.079 W (2.50mm x 2.00mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASDMB-50.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,50MHz,XO (Standard),,MEMS,16mA,50MHz,±10ppm,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,"Crystal_XTAL250X200X50-4N,Crystal_SC250X200X50-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASDMB.pdf,MEMS OSC XO 50.0000MHZ LVCMOS,Surface Mount,0.035 (0.90mm),0.098 L x 0.079 W (2.50mm x 2.00mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASDMB-24.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,24MHz,XO (Standard),,MEMS,16mA,24MHz,±10ppm,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,"Crystal_XTAL250X200X50-4N,Crystal_SC250X200X50-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASDMB.pdf,MEMS OSC XO 24.0000MHZ LVCMOS,Surface Mount,0.035 (0.90mm),0.098 L x 0.079 W (2.50mm x 2.00mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASDMB-25.000MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,25MHz,XO (Standard),,MEMS,16mA,25MHz,±10ppm,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,"Crystal_XTAL250X200X50-4N,Crystal_SC250X200X50-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASDMB.pdf,MEMS OSC XO 25.0000MHZ LVCMOS,Surface Mount,0.035 (0.90mm),0.098 L x 0.079 W (2.50mm x 2.00mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASDMB-27.000MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,27MHz,XO (Standard),,MEMS,16mA,27MHz,±10ppm,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,"Crystal_XTAL250X200X50-4N,Crystal_SC250X200X50-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASDMB.pdf,MEMS OSC XO 27.0000MHZ LVCMOS,Surface Mount,0.035 (0.90mm),0.098 L x 0.079 W (2.50mm x 2.00mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASDMB-20.000MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,20MHz,XO (Standard),,MEMS,16mA,20MHz,±10ppm,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,"Crystal_XTAL250X200X50-4N,Crystal_SC250X200X50-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASDMB.pdf,MEMS OSC XO 20.0000MHZ LVCMOS,Surface Mount,0.035 (0.90mm),0.098 L x 0.079 W (2.50mm x 2.00mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASDMB-26.000MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,26MHz,XO (Standard),,MEMS,16mA,26MHz,±10ppm,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,"Crystal_XTAL250X200X50-4N,Crystal_SC250X200X50-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASDMB.pdf,MEMS OSC XO 26.0000MHZ LVCMOS,Surface Mount,0.035 (0.90mm),0.098 L x 0.079 W (2.50mm x 2.00mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASDMB-50.000MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,50MHz,XO (Standard),,MEMS,16mA,50MHz,±10ppm,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,"Crystal_XTAL250X200X50-4N,Crystal_SC250X200X50-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASDMB.pdf,MEMS OSC XO 50.0000MHZ LVCMOS,Surface Mount,0.035 (0.90mm),0.098 L x 0.079 W (2.50mm x 2.00mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASDMB-10.000MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,10MHz,XO (Standard),,MEMS,16mA,10MHz,±10ppm,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,"Crystal_XTAL250X200X50-4N,Crystal_SC250X200X50-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASDMB.pdf,MEMS OSC XO 10.0000MHZ LVCMOS,Surface Mount,0.035 (0.90mm),0.098 L x 0.079 W (2.50mm x 2.00mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASDMB-48.000MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,48MHz,XO (Standard),,MEMS,16mA,48MHz,±10ppm,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,"Crystal_XTAL250X200X50-4N,Crystal_SC250X200X50-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASDMB.pdf,MEMS OSC XO 48.0000MHZ LVCMOS,Surface Mount,0.035 (0.90mm),0.098 L x 0.079 W (2.50mm x 2.00mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASDMB-100.000MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,100MHz,XO (Standard),,MEMS,16mA,100MHz,±10ppm,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,"Crystal_XTAL250X200X50-4N,Crystal_SC250X200X50-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASDMB.pdf,MEMS OSC XO 100.0000MHZ LVCMOS,Surface Mount,0.035 (0.90mm),0.098 L x 0.079 W (2.50mm x 2.00mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASDMB-100.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,100MHz,XO (Standard),,MEMS,16mA,100MHz,±10ppm,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,"Crystal_XTAL250X200X50-4N,Crystal_SC250X200X50-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASDMB.pdf,MEMS OSC XO 100.0000MHZ LVCMOS,Surface Mount,0.035 (0.90mm),0.098 L x 0.079 W (2.50mm x 2.00mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASDMB-125.000MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,125MHz,XO (Standard),,MEMS,16mA,125MHz,±10ppm,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,"Crystal_XTAL250X200X50-4N,Crystal_SC250X200X50-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASDMB.pdf,MEMS OSC XO 125.0000MHZ LVCMOS,Surface Mount,0.035 (0.90mm),0.098 L x 0.079 W (2.50mm x 2.00mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASDMB-11.0592MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,11.0592MHz,XO (Standard),,MEMS,16mA,11.0592MHz,±10ppm,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,"Crystal_XTAL250X200X50-4N,Crystal_SC250X200X50-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASDMB.pdf,MEMS OSC XO 11.0592MHZ LVCMOS,Surface Mount,0.035 (0.90mm),0.098 L x 0.079 W (2.50mm x 2.00mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASDMB-4.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,4MHz,XO (Standard),,MEMS,16mA,4MHz,±10ppm,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,"Crystal_XTAL250X200X50-4N,Crystal_SC250X200X50-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASDMB.pdf,MEMS OSC XO 4.0000MHZ LVCMOS SMD,Surface Mount,0.035 (0.90mm),0.098 L x 0.079 W (2.50mm x 2.00mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASDMB-32.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,32MHz,XO (Standard),,MEMS,16mA,32MHz,±10ppm,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,"Crystal_XTAL250X200X50-4N,Crystal_SC250X200X50-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASDMB.pdf,MEMS OSC XO 32.0000MHZ LVCMOS,Surface Mount,0.035 (0.90mm),0.098 L x 0.079 W (2.50mm x 2.00mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASDMB-14.7456MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,14.7456MHz,XO (Standard),,MEMS,16mA,14.7456MHz,±10ppm,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,"Crystal_XTAL250X200X50-4N,Crystal_SC250X200X50-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASDMB.pdf,MEMS OSC XO 14.7456MHZ LVCMOS,Surface Mount,0.035 (0.90mm),0.098 L x 0.079 W (2.50mm x 2.00mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASDMB-24.576MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,24.576MHz,XO (Standard),,MEMS,16mA,24.576MHz,±10ppm,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,"Crystal_XTAL250X200X50-4N,Crystal_SC250X200X50-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASDMB.pdf,MEMS OSC XO 24.5760MHZ LVCMOS,Surface Mount,0.035 (0.90mm),0.098 L x 0.079 W (2.50mm x 2.00mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASDMB-7.3728MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,7.3728MHz,XO (Standard),,MEMS,16mA,7.3728MHz,±10ppm,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,"Crystal_XTAL250X200X50-4N,Crystal_SC250X200X50-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASDMB.pdf,MEMS OSC XO 7.3728MHZ LVCMOS SMD,Surface Mount,0.035 (0.90mm),0.098 L x 0.079 W (2.50mm x 2.00mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASDMB-29.4912MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,29.4912MHz,XO (Standard),,MEMS,16mA,29.4912MHz,±10ppm,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,"Crystal_XTAL250X200X50-4N,Crystal_SC250X200X50-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASDMB.pdf,MEMS OSC XO 29.4912MHZ LVCMOS,Surface Mount,0.035 (0.90mm),0.098 L x 0.079 W (2.50mm x 2.00mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASDMB-33.000MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,33MHz,XO (Standard),,MEMS,16mA,33MHz,±10ppm,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,"Crystal_XTAL250X200X50-4N,Crystal_SC250X200X50-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASDMB.pdf,MEMS OSC XO 33.0000MHZ LVCMOS,Surface Mount,0.035 (0.90mm),0.098 L x 0.079 W (2.50mm x 2.00mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASDMB-7.3728MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,7.3728MHz,XO (Standard),,MEMS,16mA,7.3728MHz,±10ppm,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,"Crystal_XTAL250X200X50-4N,Crystal_SC250X200X50-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASDMB.pdf,MEMS OSC XO 7.3728MHZ LVCMOS SMD,Surface Mount,0.035 (0.90mm),0.098 L x 0.079 W (2.50mm x 2.00mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASDMB-133.333MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,133.333MHz,XO (Standard),,MEMS,16mA,133.333MHz,±10ppm,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,"Crystal_XTAL250X200X50-4N,Crystal_SC250X200X50-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASDMB.pdf,MEMS OSC XO 133.3330MHZ LVCMOS,Surface Mount,0.035 (0.90mm),0.098 L x 0.079 W (2.50mm x 2.00mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASDMB-80.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,80MHz,XO (Standard),,MEMS,16mA,80MHz,±10ppm,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,"Crystal_XTAL250X200X50-4N,Crystal_SC250X200X50-4N","4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASDMB.pdf,MEMS OSC XO 80.0000MHZ LVCMOS,Surface Mount,0.035 (0.90mm),0.098 L x 0.079 W (2.50mm x 2.00mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASE-24.576MHZ-ET,oscillators\XO_Crystal_4P_1T3C,24.576MHz,XO (Standard),,Crystal,13mA,24.576MHz,±100ppm,Enable/Disable,CMOS,3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEseries.pdf,XTAL OSC XO 24.5760MHZ CMOS SMD,Surface Mount,0.047 (1.20mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-20°C ~ 70°C,,Abracon LLC,,,
Oscillator,ASE-48.000MHZ-ET,oscillators\XO_Crystal_4P_1T3C,48MHz,XO (Standard),,Crystal,19mA,48MHz,±100ppm,Enable/Disable,CMOS,3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEseries.pdf,XTAL OSC XO 48.0000MHZ CMOS SMD,Surface Mount,0.047 (1.20mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-20°C ~ 70°C,,Abracon LLC,,,
Oscillator,ASE-50.000MHZ-ET,oscillators\XO_Crystal_4P_1T3C,50MHz,XO (Standard),,Crystal,19mA,50MHz,±100ppm,Enable/Disable,CMOS,3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEseries.pdf,XTAL OSC XO 50.0000MHZ CMOS SMD,Surface Mount,0.047 (1.20mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-20°C ~ 70°C,,Abracon LLC,,,
Oscillator,ASE-20.000MHZ-LC-T,oscillators\XO_Crystal_4P_1T3C,20MHz,XO (Standard),,Crystal,7mA,20MHz,±50ppm,Enable/Disable,CMOS,3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEseries.pdf,XTAL OSC XO 20.0000MHZ CMOS SMD,Surface Mount,0.047 (1.20mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASE-18.432MHZ-LC-T,oscillators\XO_Crystal_4P_1T3C,18.432MHz,XO (Standard),,Crystal,7mA,18.432MHz,±50ppm,Enable/Disable,CMOS,3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEseries.pdf,XTAL OSC XO 18.4320MHZ CMOS SMD,Surface Mount,0.047 (1.20mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASE-11.0592MHZ-LC-T,oscillators\XO_Crystal_4P_1T3C,11.0592MHz,XO (Standard),,Crystal,7mA,11.0592MHz,±50ppm,Enable/Disable,CMOS,3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEseries.pdf,XTAL OSC XO 11.0592MHZ CMOS SMD,Surface Mount,0.047 (1.20mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASE-10.000MHZ-LC-T,oscillators\XO_Crystal_4P_1T3C,10MHz,XO (Standard),,Crystal,7mA,10MHz,±50ppm,Enable/Disable,CMOS,3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEseries.pdf,XTAL OSC XO 10.0000MHZ CMOS SMD,Surface Mount,0.047 (1.20mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASE-30.000MHZ-LC-T,oscillators\XO_Crystal_4P_1T3C,30MHz,XO (Standard),,Crystal,13mA,30MHz,±50ppm,Enable/Disable,CMOS,3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEseries.pdf,XTAL OSC XO 30.0000MHZ CMOS SMD,Surface Mount,0.047 (1.20mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASE-32.000MHZ-LC-T,oscillators\XO_Crystal_4P_1T3C,32MHz,XO (Standard),,Crystal,13mA,32MHz,±50ppm,Enable/Disable,CMOS,3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEseries.pdf,XTAL OSC XO 32.0000MHZ CMOS SMD,Surface Mount,0.047 (1.20mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASE-12.000MHZ-ET,oscillators\XO_Crystal_4P_1T3C,12MHz,XO (Standard),,Crystal,7mA,12MHz,±100ppm,Enable/Disable,CMOS,3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEseries.pdf,XTAL OSC XO 12.0000MHZ CMOS SMD,Surface Mount,0.047 (1.20mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-20°C ~ 70°C,,Abracon LLC,,,
Oscillator,ASE-44.000MHZ-LC-T,oscillators\XO_Crystal_4P_1T3C,44MHz,XO (Standard),,Crystal,19mA,44MHz,±50ppm,Enable/Disable,CMOS,3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEseries.pdf,XTAL OSC XO 44.0000MHZ CMOS SMD,Surface Mount,0.047 (1.20mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASE-24.000MHZ-ET,oscillators\XO_Crystal_4P_1T3C,24MHz,XO (Standard),,Crystal,13mA,24MHz,±100ppm,Enable/Disable,CMOS,3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEseries.pdf,XTAL OSC XO 24.0000MHZ CMOS SMD,Surface Mount,0.047 (1.20mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-20°C ~ 70°C,,Abracon LLC,,,
