Part Type,Part Number,Schematic Part,Part Value,Type,Absolute Pull Range (APR),Base Resonator,Current - Supply (Max),Frequency,Frequency Stability,Function,Output,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Height - Seated (Max),Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
Oscillator,ASEMB-48.000MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,48MHz,XO (Standard),,MEMS,16mA,48MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 48.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASEMB-27.000MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,27MHz,XO (Standard),,MEMS,16mA,27MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 27.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASEMB-11.0592MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,11.0592MHz,XO (Standard),,MEMS,16mA,11.0592MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 11.0592MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASEMB-32.000MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,32MHz,XO (Standard),,MEMS,16mA,32MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 32.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASEMB-80.000MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,80MHz,XO (Standard),,MEMS,16mA,80MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 80.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASEMB-4.000MHZ-LC-T,oscillators\MEMS_Crystal_4P_1S3C,4MHz,XO (Standard),,MEMS,16mA,4MHz,±50ppm,Enable/Disable,CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 4.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-8.000MHZ-LC-T,oscillators\MEMS_Crystal_4P_1S3C,8MHz,XO (Standard),,MEMS,16mA,8MHz,±50ppm,Enable/Disable,CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 8.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-16.000MHZ-LC-T,oscillators\MEMS_Crystal_4P_1S3C,16MHz,XO (Standard),,MEMS,16mA,16MHz,±50ppm,Enable/Disable,CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 16.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-74.250MHZ-LR-T,oscillators\MEMS_Crystal_4P_1S3C,74.25MHz,XO (Standard),,MEMS,15mA,74.25MHz,,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 74.2500MHZ LVCMOS,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-24.000MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,24MHz,XO (Standard),,MEMS,16mA,24MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 24.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASEMB-33.000MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,33MHz,XO (Standard),,MEMS,16mA,33MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 33.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASEMB-10.000MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,10MHz,XO (Standard),,MEMS,16mA,10MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 10.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASEMB-19.200MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,19.2MHz,XO (Standard),,MEMS,16mA,19.2MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 19.2000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASEMB-7.3728MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,7.3728MHz,XO (Standard),,MEMS,16mA,7.3728MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 7.3728MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASEMB-14.7456MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,14.7456MHz,XO (Standard),,MEMS,16mA,14.7456MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 14.7456MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASEMB-33.333MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,33.333MHz,XO (Standard),,MEMS,16mA,33.333MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 33.3330MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASEMB-20.000MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,20MHz,XO (Standard),,MEMS,16mA,20MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 20.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASEMB-125.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,125MHz,XO (Standard),,MEMS,16mA,125MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 125.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-75.000MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,75MHz,XO (Standard),,MEMS,16mA,75MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 75.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASEMB-150.000MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,150MHz,XO (Standard),,MEMS,16mA,150MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 150.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASEMB-133.333MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,133.333MHz,XO (Standard),,MEMS,16mA,133.333MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 133.3330MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASEMB-32.000MHZ-LC-T,oscillators\MEMS_Crystal_4P_1S3C,32MHz,XO (Standard),,MEMS,16mA,32MHz,±50ppm,Enable/Disable,CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 32.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-30.000MHZ-LC-T,oscillators\MEMS_Crystal_4P_1S3C,30MHz,XO (Standard),,MEMS,16mA,30MHz,±50ppm,Enable/Disable,CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 30.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-19.200MHZ-LC-T,oscillators\MEMS_Crystal_4P_1S3C,19.2MHz,XO (Standard),,MEMS,16mA,19.2MHz,,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 19.2000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-1.8432MHZ-LC-T,oscillators\MEMS_Crystal_4P_1S3C,1.8432MHz,XO (Standard),,MEMS,16mA,1.8432MHz,±50ppm,Enable/Disable,CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 1.8432MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-10.000MHZ-LC-T,oscillators\MEMS_Crystal_4P_1S3C,10MHz,XO (Standard),,MEMS,16mA,10MHz,±50ppm,Enable/Disable,CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 10.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-48.000MHZ-LC-T,oscillators\MEMS_Crystal_4P_1S3C,48MHz,XO (Standard),,MEMS,16mA,48MHz,±50ppm,Enable/Disable,CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 48.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-50.000MHZ-LC-T,oscillators\MEMS_Crystal_4P_1S3C,50MHz,XO (Standard),,MEMS,16mA,50MHz,±50ppm,Enable/Disable,CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 50.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-12.000MHZ-LC-T,oscillators\MEMS_Crystal_4P_1S3C,12MHz,XO (Standard),,MEMS,16mA,12MHz,±50ppm,Enable/Disable,CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 12.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-25.000MHZ-LC-T,oscillators\MEMS_Crystal_4P_1S3C,25MHz,XO (Standard),,MEMS,16mA,25MHz,±50ppm,Enable/Disable,CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 25.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-24.000MHZ-LC-T,oscillators\MEMS_Crystal_4P_1S3C,24MHz,XO (Standard),,MEMS,16mA,24MHz,±50ppm,Enable/Disable,CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 24.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-20.000MHZ-LC-T,oscillators\MEMS_Crystal_4P_1S3C,20MHz,XO (Standard),,MEMS,16mA,20MHz,±50ppm,Enable/Disable,CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 20.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-14.7456MHZ-LC-T,oscillators\MEMS_Crystal_4P_1S3C,14.7456MHz,XO (Standard),,MEMS,16mA,14.7456MHz,±50ppm,Enable/Disable,CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 14.7456MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-33.000MHZ-LC-T,oscillators\MEMS_Crystal_4P_1S3C,33MHz,XO (Standard),,MEMS,16mA,33MHz,±50ppm,Enable/Disable,CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 33.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-27.000MHZ-LC-T,oscillators\MEMS_Crystal_4P_1S3C,27MHz,XO (Standard),,MEMS,16mA,27MHz,±50ppm,Enable/Disable,CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 27.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-26.000MHZ-LC-T,oscillators\MEMS_Crystal_4P_1S3C,26MHz,XO (Standard),,MEMS,16mA,26MHz,±50ppm,Standby (Power Down),LVCMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 26.0000MHZ LVCMOS,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-26.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,26MHz,XO (Standard),,MEMS,16mA,26MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 26.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-25.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,25MHz,XO (Standard),,MEMS,16mA,25MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 25.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-24.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,24MHz,XO (Standard),,MEMS,16mA,24MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 24.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-12.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,12MHz,XO (Standard),,MEMS,16mA,12MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 12.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-50.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,50MHz,XO (Standard),,MEMS,16mA,50MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 50.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
Oscillator,ASEMB-12.000MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,12MHz,XO (Standard),,MEMS,16mA,12MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 12.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASEMB-25.000MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,25MHz,XO (Standard),,MEMS,16mA,25MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 25.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASEMB-50.000MHZ-XY-T,oscillators\MEMS_Crystal_4P_1S3C,50MHz,XO (Standard),,MEMS,16mA,50MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 50.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 105°C,,Abracon LLC,,,
Oscillator,ASEMB-100.000MHZ-LY-T,oscillators\MEMS_Crystal_4P_1S3C,100MHz,XO (Standard),,MEMS,16mA,100MHz,±10ppm,Standby (Power Down),CMOS,1.8V ~ 3.3V,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://abracon.com/Oscillators/ASEMB.pdf,MEMS OSC XO 100.0000MHZ CMOS SMD,Surface Mount,0.035 (0.90mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,Abracon LLC,,,
